new_id,title,rating
2eb7bb8a,"Texas Chainsaw Massacre, The (1974)",5.0
2eb7bb8a,Crocodile Dundee (1986),5.0
2eb7bb8a,¡Three Amigos! (1986),4.0
2eb7bb8a,20 Dates (1998),4.0
2eb7bb8a,Office Space (1999),5.0
2eb7bb8a,Logan's Run (1976),3.0
2eb7bb8a,Planet of the Apes (1968),5.0
2eb7bb8a,"Lock, Stock & Two Smoking Barrels (1998)",5.0
2eb7bb8a,"Matrix, The (1999)",5.0
2eb7bb8a,Go (1999),5.0
2eb7bb8a,SLC Punk! (1998),5.0
2eb7bb8a,Dick Tracy (1990),4.0
2eb7bb8a,"Mummy, The (1999)",2.0
2eb7bb8a,Star Wars: Episode I - The Phantom Menace (1999),4.0
2eb7bb8a,Superman (1978),4.0
2eb7bb8a,Superman II (1980),5.0
2eb7bb8a,Dracula (1931),4.0
2eb7bb8a,Frankenstein (1931),4.0
2eb7bb8a,"Wolf Man, The (1941)",5.0
2eb7bb8a,"Rocky Horror Picture Show, The (1975)",3.0
2eb7bb8a,Run Lola Run (Lola rennt) (1998),5.0
2eb7bb8a,"South Park: Bigger, Longer and Uncut (1999)",5.0
2eb7bb8a,Ghostbusters (a.k.a. Ghost Busters) (1984),5.0
2eb7bb8a,"Iron Giant, The (1999)",5.0
2eb7bb8a,Big (1988),4.0
2eb7bb8a,"13th Warrior, The (1999)",4.0
2eb7bb8a,American Beauty (1999),5.0
2eb7bb8a,Excalibur (1981),5.0
2eb7bb8a,Gulliver's Travels (1939),5.0
2eb7bb8a,Total Recall (1990),4.0
2eb7bb8a,"Dirty Dozen, The (1967)",5.0
2eb7bb8a,Goldfinger (1964),5.0
2eb7bb8a,From Russia with Love (1963),5.0
2eb7bb8a,Dr. No (1962),5.0
2eb7bb8a,Fight Club (1999),5.0
2eb7bb8a,RoboCop (1987),4.0
2eb7bb8a,Who Framed Roger Rabbit? (1988),5.0
2eb7bb8a,Live and Let Die (1973),5.0
2eb7bb8a,Thunderball (1965),5.0
2eb7bb8a,Being John Malkovich (1999),4.0
2eb7bb8a,Spaceballs (1987),5.0
2eb7bb8a,Robin Hood (1973),5.0
2eb7bb8a,Dogma (1999),5.0
2eb7bb8a,"Messenger: The Story of Joan of Arc, The (1999)",5.0
2eb7bb8a,"Longest Day, The (1962)",4.0
2eb7bb8a,"Green Mile, The (1999)",5.0
2eb7bb8a,Easy Rider (1969),4.0
2eb7bb8a,"Talented Mr. Ripley, The (1999)",1.0
2eb7bb8a,Encino Man (1992),3.0
2eb7bb8a,Sister Act (1992),3.0
2eb7bb8a,Wayne's World (1992),5.0
2eb7bb8a,Scream 3 (2000),5.0
2eb7bb8a,JFK (1991),5.0
2eb7bb8a,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),4.0
2eb7bb8a,Teenage Mutant Ninja Turtles III (1993),4.0
2eb7bb8a,Red Dawn (1984),5.0
2eb7bb8a,"Good Morning, Vietnam (1987)",5.0
2eb7bb8a,Grumpy Old Men (1993),5.0
2eb7bb8a,Ladyhawke (1985),4.0
2eb7bb8a,Hook (1991),4.0
2eb7bb8a,Predator (1987),4.0
2eb7bb8a,Gladiator (2000),5.0
2eb7bb8a,Road Trip (2000),4.0
2eb7bb8a,"Man with the Golden Gun, The (1974)",4.0
2eb7bb8a,Blazing Saddles (1974),5.0
2eb7bb8a,Mad Max (1979),5.0
2eb7bb8a,"Road Warrior, The (Mad Max 2) (1981)",5.0
2eb7bb8a,Shaft (1971),5.0
2eb7bb8a,Big Trouble in Little China (1986),4.0
2eb7bb8a,Shaft (2000),4.0
2eb7bb8a,X-Men (2000),5.0
2eb7bb8a,What About Bob? (1991),4.0
2eb7bb8a,Transformers: The Movie (1986),4.0
2eb7bb8a,M*A*S*H (a.k.a. MASH) (1970),5.0
8df5999d,"Shawshank Redemption, The (1994)",3.0
8df5999d,Tommy Boy (1995),4.0
8df5999d,Good Will Hunting (1997),4.5
8df5999d,Gladiator (2000),4.0
8df5999d,Kill Bill: Vol. 1 (2003),4.0
8df5999d,Collateral (2004),3.5
8df5999d,Talladega Nights: The Ballad of Ricky Bobby (2006),4.0
8df5999d,"Departed, The (2006)",4.0
8df5999d,"Dark Knight, The (2008)",4.5
8df5999d,Step Brothers (2008),5.0
8df5999d,Inglourious Basterds (2009),4.5
8df5999d,Zombieland (2009),3.0
8df5999d,Shutter Island (2010),4.0
8df5999d,Exit Through the Gift Shop (2010),3.0
8df5999d,Inception (2010),4.0
8df5999d,"Town, The (2010)",4.5
8df5999d,Inside Job (2010),5.0
8df5999d,Louis C.K.: Hilarious (2010),4.0
8df5999d,Warrior (2011),5.0
8df5999d,"Dark Knight Rises, The (2012)",3.5
8df5999d,"Girl with the Dragon Tattoo, The (2011)",2.5
8df5999d,Django Unchained (2012),3.5
8df5999d,"Wolf of Wall Street, The (2013)",5.0
8df5999d,Interstellar (2014),3.0
8df5999d,Whiplash (2014),4.0
8df5999d,The Drop (2014),2.0
8df5999d,Ex Machina (2015),3.5
8df5999d,Mad Max: Fury Road (2015),5.0
8df5999d,The Jinx: The Life and Deaths of Robert Durst (2015),5.0
7d5d07b9,Dangerous Minds (1995),0.5
7d5d07b9,Schindler's List (1993),0.5
7d5d07b9,Courage Under Fire (1996),0.5
7d5d07b9,Operation Dumbo Drop (1995),0.5
7d5d07b9,Wallace & Gromit: The Best of Aardman Animation (1996),0.5
7d5d07b9,Escape from L.A. (1996),5.0
7d5d07b9,My Fair Lady (1964),0.5
7d5d07b9,"Doors, The (1991)",0.5
7d5d07b9,On Golden Pond (1981),0.5
7d5d07b9,"Deer Hunter, The (1978)",0.5
7d5d07b9,Patton (1970),0.5
7d5d07b9,Highlander (1986),3.5
7d5d07b9,Field of Dreams (1989),0.5
7d5d07b9,Star Trek: The Motion Picture (1979),3.0
7d5d07b9,Conan the Barbarian (1982),4.5
7d5d07b9,Bambi (1942),0.5
7d5d07b9,Lady and the Tramp (1955),0.5
7d5d07b9,"Rescuers, The (1977)",0.5
7d5d07b9,Tron (1982),2.0
7d5d07b9,"Thing, The (1982)",4.0
7d5d07b9,You've Got Mail (1998),0.5
7d5d07b9,Saturn 3 (1980),5.0
7d5d07b9,Piranha (1978),4.5
7d5d07b9,Fast Times at Ridgemont High (1982),0.5
7d5d07b9,"Road Warrior, The (Mad Max 2) (1981)",5.0
7d5d07b9,Requiem for a Dream (2000),0.5
7d5d07b9,The Lair of the White Worm (1988),5.0
7d5d07b9,Snow Dogs (2002),0.5
7d5d07b9,Hangar 18 (1980),5.0
7d5d07b9,Galaxy of Terror (Quest) (1981),5.0
7d5d07b9,Looker (1981),4.5
7d5d07b9,Android (1982),5.0
7d5d07b9,Green Card (1990),0.5
7d5d07b9,Alien Contamination (1980),5.0
7d5d07b9,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),4.5
7d5d07b9,Death Race 2000 (1975),5.0
7d5d07b9,"Clonus Horror, The (1979)",4.5
7d5d07b9,Troll 2 (1990),5.0
7d5d07b9,2012 (2009),0.5
ea31bfa4,Get Shorty (1995),3.0
ea31bfa4,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),2.0
ea31bfa4,To Die For (1995),3.0
ea31bfa4,Seven (a.k.a. Se7en) (1995),2.0
ea31bfa4,Mighty Aphrodite (1995),3.0
ea31bfa4,"Postman, The (Postino, Il) (1994)",3.0
ea31bfa4,Nobody Loves Me (Keiner liebt mich) (1994),4.0
ea31bfa4,Flirting With Disaster (1996),5.0
ea31bfa4,"NeverEnding Story III, The (1994)",1.0
ea31bfa4,Crumb (1994),5.0
ea31bfa4,Jeffrey (1995),3.0
ea31bfa4,Living in Oblivion (1995),5.0
ea31bfa4,Safe (1995),2.0
ea31bfa4,Before Sunrise (1995),5.0
ea31bfa4,Circle of Friends (1995),1.0
ea31bfa4,Eat Drink Man Woman (Yin shi nan nu) (1994),5.0
ea31bfa4,Ed Wood (1994),2.0
ea31bfa4,Heavenly Creatures (1994),3.0
ea31bfa4,Star Wars: Episode IV - A New Hope (1977),5.0
ea31bfa4,Like Water for Chocolate (Como agua para chocolate) (1992),5.0
ea31bfa4,Pulp Fiction (1994),1.0
ea31bfa4,Shallow Grave (1994),5.0
ea31bfa4,Muriel's Wedding (1994),5.0
ea31bfa4,"Adventures of Priscilla, Queen of the Desert, The (1994)",4.0
ea31bfa4,Bullets Over Broadway (1994),4.0
ea31bfa4,"Corrina, Corrina (1994)",3.0
ea31bfa4,Four Weddings and a Funeral (1994),3.0
ea31bfa4,Maverick (1994),4.0
ea31bfa4,Barcelona (1994),2.0
ea31bfa4,Dazed and Confused (1993),1.0
ea31bfa4,With Honors (1994),2.0
ea31bfa4,"Fugitive, The (1993)",5.0
ea31bfa4,In the Name of the Father (1993),5.0
ea31bfa4,Manhattan Murder Mystery (1993),5.0
ea31bfa4,"Piano, The (1993)",1.0
ea31bfa4,Six Degrees of Separation (1993),5.0
ea31bfa4,Sleepless in Seattle (1993),1.0
ea31bfa4,Tombstone (1993),2.0
ea31bfa4,Aladdin (1992),4.0
ea31bfa4,"Silence of the Lambs, The (1991)",5.0
ea31bfa4,Beauty and the Beast (1991),3.0
ea31bfa4,"Wild Bunch, The (1969)",2.0
ea31bfa4,Fargo (1996),5.0
ea31bfa4,Mission: Impossible (1996),3.0
ea31bfa4,"Truth About Cats & Dogs, The (1996)",4.0
ea31bfa4,Maya Lin: A Strong Clear Vision (1994),3.0
ea31bfa4,Lone Star (1996),4.0
ea31bfa4,Twelfth Night (1996),4.0
ea31bfa4,"Philadelphia Story, The (1940)",5.0
ea31bfa4,Singin' in the Rain (1952),4.0
ea31bfa4,Breakfast at Tiffany's (1961),4.0
ea31bfa4,Rear Window (1954),4.0
ea31bfa4,North by Northwest (1959),5.0
ea31bfa4,Some Like It Hot (1959),5.0
ea31bfa4,Casablanca (1942),5.0
ea31bfa4,My Fair Lady (1964),5.0
ea31bfa4,"Wizard of Oz, The (1939)",5.0
ea31bfa4,Gone with the Wind (1939),5.0
ea31bfa4,Notorious (1946),5.0
ea31bfa4,Love in the Afternoon (1957),3.0
ea31bfa4,"Sword in the Stone, The (1963)",4.0
ea31bfa4,Beautiful Thing (1996),5.0
ea31bfa4,Everyone Says I Love You (1996),3.0
ea31bfa4,Swingers (1996),2.0
ea31bfa4,Willy Wonka & the Chocolate Factory (1971),4.0
ea31bfa4,Sleeper (1973),5.0
ea31bfa4,"Fish Called Wanda, A (1988)",2.0
ea31bfa4,Monty Python's Life of Brian (1979),5.0
ea31bfa4,Bonnie and Clyde (1967),5.0
ea31bfa4,Dial M for Murder (1954),5.0
ea31bfa4,"Crying Game, The (1992)",3.0
ea31bfa4,Rebel Without a Cause (1955),5.0
ea31bfa4,Monty Python and the Holy Grail (1975),5.0
ea31bfa4,"Grifters, The (1990)",4.0
ea31bfa4,"English Patient, The (1996)",1.0
ea31bfa4,Strictly Ballroom (1992),5.0
ea31bfa4,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
ea31bfa4,"Princess Bride, The (1987)",5.0
ea31bfa4,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),3.0
ea31bfa4,Brazil (1985),2.0
ea31bfa4,12 Angry Men (1957),5.0
ea31bfa4,"Wings of Desire (Himmel über Berlin, Der) (1987)",1.0
ea31bfa4,Goodfellas (1990),4.0
ea31bfa4,Psycho (1960),4.0
ea31bfa4,Amadeus (1984),4.0
ea31bfa4,"Bridge on the River Kwai, The (1957)",5.0
ea31bfa4,Stand by Me (1986),4.0
ea31bfa4,Groundhog Day (1993),4.0
ea31bfa4,Unforgiven (1992),4.0
ea31bfa4,Night on Earth (1991),2.0
ea31bfa4,Fantasia (1940),5.0
ea31bfa4,High Noon (1952),5.0
ea31bfa4,This Is Spinal Tap (1984),4.0
ea31bfa4,Indiana Jones and the Last Crusade (1989),4.0
ea31bfa4,Butch Cassidy and the Sundance Kid (1969),3.0
ea31bfa4,Mars Attacks! (1996),1.0
ea31bfa4,Waiting for Guffman (1996),5.0
ea31bfa4,Donnie Brasco (1997),4.0
ea31bfa4,Grosse Pointe Blank (1997),4.0
ea31bfa4,Austin Powers: International Man of Mystery (1997),4.0
ea31bfa4,Men in Black (a.k.a. MIB) (1997),3.0
ea31bfa4,Conspiracy Theory (1997),1.0
ea31bfa4,L.A. Confidential (1997),2.0
ea31bfa4,"Full Monty, The (1997)",4.0
ea31bfa4,Good Will Hunting (1997),1.0
ea31bfa4,"Sweet Hereafter, The (1997)",4.0
ea31bfa4,"Big Lebowski, The (1998)",4.0
ea31bfa4,Afterglow (1997),5.0
ea31bfa4,My Life in Pink (Ma vie en rose) (1997),3.0
ea31bfa4,"Spanish Prisoner, The (1997)",5.0
ea31bfa4,Character (Karakter) (1997),2.0
ea31bfa4,Bulworth (1998),4.0
ea31bfa4,"Opposite of Sex, The (1998)",3.0
ea31bfa4,"Perfect Murder, A (1998)",2.0
ea31bfa4,Can't Hardly Wait (1998),4.0
ea31bfa4,Mulan (1998),3.0
ea31bfa4,Smoke Signals (1998),4.0
ea31bfa4,Buffalo '66 (a.k.a. Buffalo 66) (1998),1.0
ea31bfa4,There's Something About Mary (1998),3.0
ea31bfa4,West Side Story (1961),5.0
ea31bfa4,Metropolitan (1990),2.0
ea31bfa4,Labyrinth (1986),5.0
ea31bfa4,"Breakfast Club, The (1985)",4.0
ea31bfa4,Seven Samurai (Shichinin no samurai) (1954),2.0
ea31bfa4,Blue Velvet (1986),4.0
ea31bfa4,"Jungle Book, The (1967)",5.0
ea31bfa4,"Jerk, The (1979)",4.0
ea31bfa4,Pretty in Pink (1986),3.0
ea31bfa4,"Gods Must Be Crazy, The (1980)",5.0
ea31bfa4,Beetlejuice (1988),5.0
ea31bfa4,Strangers on a Train (1951),5.0
ea31bfa4,Shadow of a Doubt (1943),4.0
ea31bfa4,Saboteur (1942),5.0
ea31bfa4,Pecker (1998),1.0
ea31bfa4,Life Is Beautiful (La Vita è bella) (1997),1.0
ea31bfa4,Elizabeth (1998),2.0
ea31bfa4,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.0
ea31bfa4,Waking Ned Devine (a.k.a. Waking Ned) (1998),4.0
ea31bfa4,Little Voice (1998),5.0
ea31bfa4,Rushmore (1998),3.0
ea31bfa4,Romancing the Stone (1984),4.0
ea31bfa4,"Name of the Rose, The (Name der Rose, Der) (1986)",4.0
ea31bfa4,"Matrix, The (1999)",1.0
ea31bfa4,Cookie's Fortune (1999),5.0
ea31bfa4,Election (1999),5.0
ea31bfa4,Star Wars: Episode I - The Phantom Menace (1999),1.0
ea31bfa4,Austin Powers: The Spy Who Shagged Me (1999),4.0
ea31bfa4,Run Lola Run (Lola rennt) (1998),5.0
ea31bfa4,Eyes Wide Shut (1999),2.0
ea31bfa4,"Sixth Sense, The (1999)",4.0
ea31bfa4,"Thomas Crown Affair, The (1999)",1.0
ea31bfa4,Bowfinger (1999),2.0
ea31bfa4,Airplane! (1980),5.0
ea31bfa4,"Black Cat, White Cat (Crna macka, beli macor) (1998)",5.0
ea31bfa4,American Beauty (1999),5.0
ea31bfa4,"Pajama Game, The (1957)",4.0
ea31bfa4,High Plains Drifter (1973),4.0
ea31bfa4,Hairspray (1988),5.0
ea31bfa4,Fight Club (1999),2.0
ea31bfa4,Crimes and Misdemeanors (1989),2.0
ea31bfa4,Being John Malkovich (1999),4.0
ea31bfa4,Spaceballs (1987),4.0
ea31bfa4,Dead Again (1991),5.0
ea31bfa4,"Commitments, The (1991)",4.0
ea31bfa4,Mansfield Park (1999),3.0
ea31bfa4,All About My Mother (Todo sobre mi madre) (1999),5.0
ea31bfa4,Magnolia (1999),4.0
ea31bfa4,Galaxy Quest (1999),1.0
ea31bfa4,"Talented Mr. Ripley, The (1999)",4.0
ea31bfa4,"Boys from Brazil, The (1978)",4.0
ea31bfa4,"League of Their Own, A (1992)",4.0
ea31bfa4,Wonder Boys (2000),4.0
ea31bfa4,Defending Your Life (1991),3.0
ea31bfa4,"Searchers, The (1956)",5.0
ea31bfa4,JFK (1991),4.0
ea31bfa4,Erin Brockovich (2000),4.0
ea31bfa4,High Fidelity (2000),2.0
ea31bfa4,Hook (1991),1.0
ea31bfa4,"Outlaw Josey Wales, The (1976)",5.0
ea31bfa4,East is East (1999),2.0
ea31bfa4,Mr. Mom (1983),1.0
ea31bfa4,Blow-Up (Blowup) (1966),3.0
ea31bfa4,What About Bob? (1991),3.0
ea31bfa4,I'm the One That I Want (2000),5.0
ea31bfa4,Almost Famous (2000),4.0
ea31bfa4,Best in Show (2000),3.0
ea31bfa4,Billy Elliot (2000),4.0
ea31bfa4,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",4.0
ea31bfa4,"Planes, Trains & Automobiles (1987)",3.0
ea31bfa4,Chocolat (2000),1.0
ea31bfa4,"Gift, The (2000)",3.0
ea31bfa4,Before Night Falls (2000),4.0
ea31bfa4,"O Brother, Where Art Thou? (2000)",3.0
ea31bfa4,State and Main (2000),3.0
ea31bfa4,Thirteen Days (2000),4.0
ea31bfa4,Traffic (2000),5.0
ea31bfa4,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",3.0
ea31bfa4,Innerspace (1987),4.0
ea31bfa4,In the Mood For Love (Fa yeung nin wa) (2000),3.0
ea31bfa4,Series 7: The Contenders (2001),3.0
ea31bfa4,Memento (2000),2.0
ea31bfa4,Blow (2001),5.0
ea31bfa4,Bridget Jones's Diary (2001),4.0
ea31bfa4,"Circle, The (Dayereh) (2000)",3.0
ea31bfa4,"Visit, The (2000)",2.0
ea31bfa4,Under the Sand (2000),4.0
ea31bfa4,Moulin Rouge (2001),1.0
ea31bfa4,Divided We Fall (Musíme si pomáhat) (2000),4.0
ea31bfa4,"Closet, The (Placard, Le) (2001)",3.0
ea31bfa4,Ghost World (2001),1.0
ea31bfa4,Together (Tillsammans) (2000),3.0
ea31bfa4,L.I.E. (2001),5.0
ea31bfa4,"Man Who Wasn't There, The (2001)",3.0
ea31bfa4,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),4.0
ea31bfa4,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",4.0
ea31bfa4,No Man's Land (2001),5.0
1eddd6d6,Toy Story (1995),4.0
1eddd6d6,Get Shorty (1995),4.0
1eddd6d6,Babe (1995),4.0
1eddd6d6,Dead Man Walking (1995),4.0
1eddd6d6,Clueless (1995),3.0
1eddd6d6,"Usual Suspects, The (1995)",4.0
1eddd6d6,"Postman, The (Postino, Il) (1994)",5.0
1eddd6d6,Braveheart (1995),4.0
1eddd6d6,Apollo 13 (1995),3.0
1eddd6d6,Batman Forever (1995),3.0
1eddd6d6,Eat Drink Man Woman (Yin shi nan nu) (1994),4.0
1eddd6d6,Heavenly Creatures (1994),5.0
1eddd6d6,Interview with the Vampire: The Vampire Chronicles (1994),3.0
1eddd6d6,Little Women (1994),4.0
1eddd6d6,Like Water for Chocolate (Como agua para chocolate) (1992),3.0
1eddd6d6,Legends of the Fall (1994),1.0
1eddd6d6,Once Were Warriors (1994),5.0
1eddd6d6,Pulp Fiction (1994),5.0
1eddd6d6,Quiz Show (1994),3.0
1eddd6d6,Stargate (1994),2.0
1eddd6d6,"Shawshank Redemption, The (1994)",3.0
1eddd6d6,Ace Ventura: Pet Detective (1994),3.0
1eddd6d6,Clear and Present Danger (1994),3.0
1eddd6d6,Four Weddings and a Funeral (1994),2.0
1eddd6d6,"Lion King, The (1994)",3.0
1eddd6d6,"Mask, The (1994)",4.0
1eddd6d6,True Lies (1994),2.0
1eddd6d6,Addams Family Values (1993),3.0
